Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
4/23/2021 0:00,1994,18,2278.625,21.375
4/22/2021 0:00,2339,34,1652.625,17.125
4/21/2021 0:00,1792,40,1652.625,17.375
4/20/2021 0:00,1290,17,1918,20.875
4/19/2021 0:00,5621,27,1960.25,22.625
4/18/2021 0:00,0,0,1961.375,20.625
4/17/2021 0:00,0,2,1937.125,17.5
4/16/2021 0:00,2308,29,2487.5,20.875
4/15/2021 0:00,2332,32,1797.25,17.75
4/14/2021 0:00,2348,18,1797.25,17.875
4/13/2021 0:00,1598,15,2081.75,20.5
4/12/2021 0:00,5693,44,2046.25,18.75
4/11/2021 0:00,99,2,1928.375,17.75
4/10/2021 0:00,0,1,1759.125,16.875
4/9/2021 0:00,2276,23,2324.75,19.875
4/8/2021 0:00,2024,15,1624.5,14.375
4/7/2021 0:00,1389,24,1612.125,14.125
4/6/2021 0:00,994,11,1612.125,14.125
4/5/2021 0:00,6123,39,1579.875,14.125
4/4/2021 0:00,91,0,1569.5,14.875
4/3/2021 0:00,0,0,1582,12.625
4/2/2021 0:00,0,1,2114.75,18.625
4/1/2021 0:00,2018,23,1349.375,14
3/31/2021 0:00,1941,21,1338,14
3/30/2021 0:00,1489,6,1601.125,17
3/29/2021 0:00,5256,59,1858,23.125
3/28/2021 0:00,0,2,1863.75,32.375
3/27/2021 0:00,0,0,1776.5,31.375
3/26/2021 0:00,2105,24,1953.875,32.625
3/25/2021 0:00,2055,50,1296.875,25.375
3/24/2021 0:00,2064,97,1523,27
3/23/2021 0:00,1243,13,1744.625,29.625
3/22/2021 0:00,2908,16,1772.625,30.25
3/21/2021 0:00,0,1,1726.625,27.75
3/20/2021 0:00,1809,15,1693,17.375
3/19/2021 0:00,1773,21,1926.875,18.25
3/18/2021 0:00,2329,29,1563.375,16.625
3/17/2021 0:00,1687,30,1665,20
3/16/2021 0:00,1795,14,1684.5,23
3/15/2021 0:00,3114,20,1723.25,23
3/14/2021 0:00,0,3,1659,25.75
3/13/2021 0:00,813,28,1603.875,24.625
3/12/2021 0:00,1965,39,1729.125,27.125
